0;1;0;0;8;0;1;0;0;0;0;0;0;0
0;2;0;0;16;7;0;0;0;0;0;0;0;0
0;2;0;0;16;7;0;0;0;0;0;0;0;0
0;3;0;0;16;7;0;0;0;0;0;0;0;0
5;14;0;0;63;59;0;0;0;0;0;0;0;0
5;8;0;0;63;59;0;0;0;0;0;0;0;0
2;9;0;0;63;59;0;0;0;0;0;0;0;0
2;9;0;0;63;59;0;0;0;0;0;0;0;0
13;6;0;0;63;59;0;0;0;0;0;0;0;0
5;8;0;0;63;59;0;0;0;0;0;0;0;0
7;5;0;0;63;59;0;0;0;0;0;0;0;0
0;2;0;13;69;49;0;0;0;0;0;0;0;0
8;11;0;13;69;49;0;0;0;0;0;0;0;0
11;4;0;13;69;49;0;0;0;0;0;0;0;0
5;5;0;13;69;49;0;0;0;0;0;0;0;0
14;9;0;13;69;49;0;0;0;0;0;0;0;0
0;5;0;13;69;49;0;0;0;0;0;0;0;0
3;5;0;13;69;49;0;0;0;0;0;0;0;0
15;8;0;13;69;49;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;2;0;1453;675;211;0;0;0;0;0;0;0;0
0;2;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;3;0;1453;675;211;0;0;0;0;0;0;0;0
0;6;0;1453;675;211;0;0;0;0;0;0;0;0
0;4;0;1453;675;211;0;0;0;0;0;0;0;0
0;4;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;8;0;1453;675;211;0;0;0;0;0;0;0;0
0;2;0;1453;675;211;0;0;0;0;0;0;0;0
0;2;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;9;0;1453;675;211;0;0;0;0;0;0;0;0
10;22;0;1453;675;211;0;0;0;0;0;0;0;0
0;3;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
3;47;0;1453;675;211;0;0;0;0;0;0;0;0
6;7;0;1453;675;211;0;0;0;0;0;0;0;0
0;3;0;1453;675;211;0;0;0;0;0;0;0;0
7;3;0;1453;675;211;0;0;0;0;0;0;0;0
0;3;0;1453;675;211;0;0;0;0;0;0;0;0
11;6;0;1453;675;211;0;0;0;0;0;0;0;0
0;3;0;1453;675;211;0;0;0;0;0;0;0;0
14;12;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;5;0;1453;675;211;0;0;0;0;0;0;0;0
0;1;0;1453;675;211;0;0;0;0;0;0;0;0
0;3;0;1453;675;211;0;0;0;0;0;0;0;0
11;2;0;1453;675;211;0;0;0;0;0;0;0;0
7;8;0;1453;675;211;0;0;0;0;0;0;0;0
0;5;0;1453;675;211;0;0;0;0;0;0;0;0
0;2;0;1453;675;211;0;0;0;0;0;0;0;0
0;19;0;1453;675;211;0;0;0;0;0;0;0;0
0;2;0;1453;675;211;0;0;0;0;0;0;0;0
0;5;0;1453;675;211;0;0;0;0;0;0;0;0
7;3;0;1;43;3;2;2;15;2;2;0;0;0
0;2;0;1;31;25;2;2;18;1;1;0;0;0
0;23;0;1;31;25;0;0;0;0;0;0;0;0
0;5;0;3;19;11;0;0;0;0;0;0;0;0
0;4;0;3;19;11;0;0;0;0;0;0;0;0
0;2;0;3;19;11;0;0;0;0;0;0;0;0
0;3;0;44;265;191;0;0;0;0;0;0;0;0
4;27;0;44;265;191;1;1;0;0;0;0;0;0
0;4;0;44;265;191;0;0;0;0;0;0;0;0
0;1;0;44;265;191;0;0;0;0;0;0;0;0
0;18;0;44;265;191;1;1;2;0;1;0;0;0
0;1;0;44;265;191;0;0;0;0;0;0;0;0
0;3;0;44;265;191;0;0;0;0;0;0;0;0
0;1;0;44;265;191;0;0;0;0;0;0;0;0
2;31;0;44;265;191;0;0;0;0;0;0;0;0
2;8;0;44;265;191;0;0;0;0;0;0;0;0
5;18;0;44;265;191;0;0;0;0;0;0;0;0
0;9;0;44;265;191;0;0;0;0;0;0;0;0
0;3;0;44;265;191;0;0;0;0;0;0;0;0
5;18;0;44;265;191;0;0;0;0;0;0;0;0
0;8;0;44;265;191;0;0;0;0;0;0;0;0
8;10;0;44;265;191;0;0;0;0;0;0;0;0
0;28;0;44;265;191;0;0;0;0;0;0;0;0
0;2;0;10;34;11;0;0;0;0;0;0;0;0
0;9;0;10;34;11;0;0;0;0;0;0;0;0
0;1;0;1;11;5;0;0;0;0;0;0;0;0
0;4;0;1;11;5;0;0;0;0;0;0;0;0
0;1;1;0;4;1;0;0;0;0;0;0;0;0
0;1;1;0;4;1;0;0;0;0;0;0;0;0
0;1;1;0;4;1;0;0;0;0;0;0;0;0
0;1;1;0;4;1;0;0;0;0;0;0;0;0
0;1;0;1;43;3;1;0;0;1;1;0;0;0
0;1;0;1;43;3;1;0;0;1;1;0;0;0
0;1;0;1;31;25;1;0;0;1;1;0;0;0
0;1;0;1;31;25;1;0;0;0;0;0;0;0
0;1;0;3;19;11;1;0;0;0;0;0;0;0
0;1;0;3;19;11;1;0;0;0;0;0;0;0
0;1;0;44;265;191;1;0;0;0;0;0;0;0
0;1;0;44;265;191;1;0;0;0;0;0;0;0
0;1;0;44;265;191;1;0;0;0;1;0;0;0
5;9;0;66;62;32;0;0;0;0;0;0;0;0
0;1;0;66;62;32;0;0;0;0;0;0;0;0
0;2;0;66;62;32;0;0;0;0;0;0;0;0
0;1;0;66;62;32;0;0;0;0;0;0;0;0
0;1;0;66;62;32;0;0;0;0;0;0;0;0
0;4;0;66;62;32;0;0;0;0;0;0;0;0
6;5;0;66;62;32;0;0;0;0;0;0;0;0
0;3;0;66;62;32;0;0;0;0;0;0;0;0
0;3;0;66;62;32;0;0;0;0;0;0;0;0
11;3;0;66;62;32;0;0;0;0;0;0;0;0
0;1;0;1;9;2;0;0;0;0;0;0;0;0
0;1;0;1;9;2;0;0;0;0;0;0;0;0
0;7;0;0;4;14;0;0;0;0;0;0;0;0
0;7;0;0;4;14;0;0;0;0;0;0;0;0
0;1;0;8;59;18;0;0;0;0;0;0;0;0
0;2;0;8;59;18;0;0;0;0;0;0;0;0
0;2;0;8;59;18;0;0;0;0;0;0;0;0
0;8;0;8;59;18;0;0;0;0;0;0;0;0
0;3;0;8;59;18;0;0;0;0;0;0;0;0
0;2;0;8;59;18;0;0;0;0;0;0;0;0
0;2;0;8;59;18;0;0;0;0;0;0;0;0
0;3;0;8;59;18;0;0;0;0;0;0;0;0
0;5;0;1;18;6;0;0;0;0;0;0;0;0
0;1;0;1;18;6;0;0;0;0;0;0;0;0
7;16;0;592;354;128;0;0;0;0;0;0;0;0
0;7;0;592;354;128;0;0;0;0;0;0;0;0
19;5;0;592;354;128;0;0;0;0;0;0;0;0
7;8;0;592;354;128;0;0;0;0;0;0;0;0
5;7;0;592;354;128;0;0;0;0;0;0;0;0
0;5;0;592;354;128;0;0;0;0;0;0;0;0
0;8;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
8;3;0;592;354;128;1;1;9;0;0;0;0;0
0;1;0;592;354;128;1;1;20;0;0;0;0;0
0;3;0;592;354;128;0;0;0;0;0;0;0;0
0;2;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;2;2;22;0;0;0;0;0
0;1;0;592;354;128;1;1;14;0;0;0;0;0
22;2;0;592;354;128;1;1;14;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
22;1;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;1;1;14;0;0;0;0;0
0;2;0;592;354;128;1;1;11;0;0;0;0;0
0;4;0;592;354;128;1;1;11;0;0;0;0;0
0;4;0;592;354;128;1;1;8;0;0;0;0;0
0;2;0;592;354;128;1;1;16;0;0;0;0;0
0;1;0;592;354;128;2;2;40;0;0;0;0;0
0;1;0;592;354;128;2;2;28;0;0;0;0;0
0;1;0;592;354;128;2;2;33;0;0;0;0;0
10;2;0;592;354;128;0;0;0;0;0;0;0;0
0;4;0;592;354;128;0;0;0;0;0;0;0;0
0;2;0;592;354;128;0;0;0;0;0;0;0;0
0;2;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
0;7;0;592;354;128;0;0;0;0;0;0;0;0
0;5;0;592;354;128;1;1;4;0;2;1;0;0
6;7;0;592;354;128;0;0;0;0;0;0;0;0
0;3;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;592;354;128;0;0;0;0;0;0;0;0
0;3;0;592;354;128;0;0;0;0;0;0;0;0
0;1;0;0;17;0;1;0;0;0;0;0;0;0
0;1;0;0;17;0;1;0;0;0;0;0;0;0
0;2;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;2;1;100;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;2;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;2;0;592;354;128;1;0;0;0;0;0;0;0
0;4;0;592;354;128;1;0;0;0;0;0;0;0
0;3;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;0;0;0;0
0;1;0;592;354;128;1;0;0;0;2;1;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;1;20;4;0;0;0;0;0;0;0;0
0;1;0;1;20;4;0;0;0;0;0;0;0;0
0;1;0;1;20;4;0;0;0;0;0;0;0;0
0;1;0;1;20;4;0;0;0;0;0;0;0;0
0;1;0;0;3;1;0;0;0;0;0;0;0;0
0;1;0;0;3;1;0;0;0;0;0;0;0;0
0;1;0;0;3;1;0;0;0;0;0;0;0;0
0;1;0;0;3;1;0;0;0;0;0;0;0;0
0;1;0;0;39;0;1;0;0;0;0;0;0;0
0;1;0;1;6;2;0;0;0;0;0;0;0;0
0;1;0;1;6;2;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;2;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;8;0;205;109;78;0;0;0;0;0;0;0;0
0;6;0;205;109;78;0;0;0;0;0;0;0;0
0;5;0;205;109;78;0;0;0;0;0;0;0;0
0;5;0;205;109;78;0;0;0;0;0;0;0;0
0;5;0;205;109;78;0;0;0;0;0;0;0;0
0;3;0;205;109;78;0;0;0;0;0;0;0;0
0;4;0;205;109;78;0;0;0;0;0;0;0;0
0;5;0;205;109;78;0;0;0;0;0;0;0;0
0;3;0;205;109;78;0;0;0;0;0;0;0;0
0;15;0;205;109;78;0;0;0;0;0;0;0;0
0;2;0;205;109;78;0;0;0;0;0;0;0;0
0;6;0;205;109;78;0;0;0;0;0;0;0;0
0;1;1;3;6;3;0;0;0;0;0;0;0;0
0;1;1;3;6;3;1;1;100;0;0;0;0;0
0;1;1;3;6;3;0;0;0;0;0;0;0;0
0;1;0;205;109;78;0;0;0;0;0;0;0;0
0;1;1;3;6;3;1;0;0;0;0;0;0;0
0;7;0;78;33;52;0;0;0;0;0;0;0;0
0;2;0;78;33;52;0;0;0;0;0;0;0;0
0;1;0;78;33;52;0;0;0;0;0;0;0;0
0;2;0;78;33;52;0;0;0;0;0;0;0;0
0;2;0;78;33;52;0;0;0;0;0;0;0;0
0;2;0;78;33;52;0;0;0;0;0;0;0;0
0;1;0;78;33;52;0;0;0;0;0;0;0;0
0;1;0;78;33;52;0;0;0;0;0;0;0;0
7;6;0;78;33;52;0;0;0;0;0;0;0;0
0;8;0;78;33;52;0;0;0;0;0;0;0;0
0;7;0;78;33;52;0;0;0;0;0;0;0;0
0;2;0;78;33;52;0;0;0;0;0;0;0;0
0;11;0;78;33;52;0;0;0;0;0;0;0;0
0;1;0;8;13;84;0;0;0;0;0;0;0;0
0;2;0;8;13;84;0;0;0;0;0;0;0;0
0;1;0;8;13;84;0;0;0;0;0;0;0;0
0;1;0;8;13;84;0;0;0;0;0;0;0;0
0;9;0;8;13;84;0;0;0;0;0;0;0;0
0;9;0;8;13;84;0;0;0;0;0;0;0;0
0;9;0;8;13;84;0;0;0;0;0;0;0;0
0;17;0;8;13;84;0;0;0;0;0;0;0;0
2;18;0;8;13;84;0;0;0;0;0;0;0;0
0;17;0;8;13;84;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;8;0;9;52;12;0;0;0;0;0;0;0;0
0;4;0;9;52;12;0;0;0;0;0;0;0;0
0;4;0;9;52;12;0;0;0;0;0;0;0;0
