DependencyCount, ThrowsException, ModifiesParameters, UnknownMethod, ModifiesLocalState, ReadsLocalState, ModifiesGlobalState, ReadsGlobalState, Bug
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 2, 0, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
18, 0, 0, 7, 2, 9, 0, 0, 0
38, 0, 0, 8, 4, 22, 0, 3, 0
10, 0, 0, 5, 0, 8, 0, 0, 0
12, 0, 0, 5, 0, 8, 0, 0, 0
2, 1, 0, 1, 2, 1, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
6, 0, 0, 2, 0, 3, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
396, 6, 0, 70, 26, 159, 0, 25, 0
402, 7, 0, 71, 28, 163, 0, 25, 0
2, 0, 0, 1, 0, 2, 0, 0, 0
8, 0, 0, 4, 0, 7, 0, 0, 0
20, 0, 0, 8, 0, 16, 0, 0, 0
24, 0, 0, 10, 0, 20, 0, 0, 0
22, 0, 0, 8, 0, 12, 0, 0, 0
10, 0, 0, 2, 0, 6, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
6, 0, 0, 2, 0, 3, 0, 0, 0
4, 0, 0, 1, 0, 1, 0, 0, 0
0, 0, 0, 0, 2, 0, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
432, 7, 0, 75, 30, 175, 0, 25, 0
18, 0, 0, 7, 0, 9, 0, 0, 0
1398, 21, 0, 242, 95, 558, 0, 88, 0
1406, 21, 0, 244, 95, 560, 0, 88, 0
14, 0, 0, 3, 2, 7, 0, 1, 0
22, 0, 0, 7, 2, 13, 0, 1, 0
933, 50, 0, 161, 68, 361, 0, 72, 0
1868, 100, 0, 322, 136, 719, 0, 142, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 0, 0, 2, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
18, 0, 0, 2, 0, 1, 0, 1, 0
28, 0, 0, 2, 0, 7, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
8, 0, 0, 1, 0, 1, 0, 2, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
4, 1, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
32, 1, 0, 10, 1, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
4, 0, 0, 1, 0, 0, 0, 1, 0
6, 0, 0, 0, 0, 1, 0, 2, 0
40, 2, 0, 5, 1, 12, 0, 4, 0
8, 0, 0, 0, 0, 1, 0, 3, 0
396, 34, 0, 78, 24, 99, 0, 27, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 1, 0, 0, 0, 0, 0
6, 0, 0, 1, 0, 0, 0, 0, 0
8, 0, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 1, 0, 0, 0, 0, 0
38, 0, 0, 7, 0, 1, 0, 2, 0
20, 0, 0, 5, 0, 8, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
20, 0, 0, 5, 0, 8, 0, 0, 0
46, 0, 0, 12, 0, 16, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
242, 0, 0, 56, 9, 93, 0, 9, 0
1648, 28, 0, 285, 112, 656, 0, 111, 0
1400, 21, 0, 242, 95, 558, 0, 88, 0
416, 6, 0, 73, 28, 168, 0, 25, 0
418, 6, 0, 73, 28, 168, 0, 25, 0
1846, 27, 0, 324, 123, 738, 0, 113, 0
10, 0, 0, 4, 0, 0, 0, 0, 0
16, 0, 0, 6, 0, 2, 0, 0, 0
18, 0, 0, 6, 0, 2, 0, 0, 0
2, 0, 0, 1, 1, 1, 0, 0, 0
1440, 21, 0, 249, 98, 574, 0, 90, 0
1408, 21, 0, 244, 95, 560, 0, 88, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
20, 0, 0, 4, 2, 2, 0, 0, 0
22, 0, 0, 4, 2, 3, 0, 0, 0
4, 0, 0, 0, 0, 1, 0, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
8, 0, 0, 2, 0, 0, 0, 0, 0
20, 0, 0, 2, 0, 1, 0, 1, 0
8, 0, 0, 2, 0, 0, 0, 0, 0
66, 0, 0, 11, 0, 3, 0, 4, 0
220, 2, 0, 36, 2, 20, 0, 15, 0
17708, 296, 0, 3118, 1158, 6827, 0, 1078, 0
6, 0, 0, 0, 0, 1, 0, 3, 0
6, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
108, 12, 0, 18, 9, 32, 0, 8, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
6, 1, 0, 3, 1, 5, 0, 0, 0
10, 2, 0, 4, 1, 5, 0, 0, 0
4, 0, 0, 0, 0, 0, 0, 0, 0
18, 2, 0, 4, 1, 5, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
10, 0, 0, 3, 0, 2, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
28, 0, 0, 8, 0, 4, 0, 0, 0
34, 0, 0, 9, 0, 4, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
10, 0, 0, 3, 0, 3, 0, 1, 0
4, 0, 0, 0, 1, 5, 0, 1, 0
150, 7, 0, 42, 4, 23, 0, 5, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
4, 0, 0, 2, 0, 2, 0, 0, 0
2, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
4, 1, 0, 2, 0, 0, 0, 0, 0
6, 1, 0, 2, 0, 0, 0, 0, 0
4, 0, 0, 2, 0, 0, 0, 0, 0
6, 2, 0, 2, 0, 0, 0, 0, 0
2, 1, 0, 1, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
6, 0, 0, 1, 0, 3, 0, 0, 0
8, 0, 0, 1, 0, 4, 0, 0, 0
26, 0, 0, 6, 0, 13, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
8, 0, 0, 3, 0, 6, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 1, 0
2, 0, 0, 0, 0, 2, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
12, 0, 0, 2, 0, 5, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
10, 0, 0, 2, 0, 4, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
6, 0, 0, 1, 0, 4, 0, 3, 0
4, 0, 0, 2, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
14, 0, 0, 7, 0, 7, 0, 0, 0
26, 0, 0, 10, 1, 22, 0, 0, 0
32, 0, 0, 11, 1, 24, 0, 0, 0
60, 0, 0, 15, 1, 31, 0, 4, 0
62, 0, 0, 15, 1, 31, 0, 4, 0
62, 0, 0, 15, 1, 31, 0, 4, 0
62, 0, 0, 15, 1, 31, 0, 4, 0
62, 0, 0, 15, 1, 31, 0, 4, 0
36, 1, 0, 11, 1, 25, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 1, 0
2, 0, 0, 0, 0, 0, 0, 0, 0
6, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 0, 2, 0, 0, 0
4, 0, 0, 0, 5, 8, 0, 0, 0
16, 0, 0, 0, 13, 20, 0, 0, 0
34, 0, 0, 2, 19, 33, 0, 0, 0
36, 0, 0, 2, 19, 33, 0, 0, 0
15, 0, 0, 0, 0, 5, 0, 2, 0
47, 0, 0, 3, 19, 38, 0, 3, 0
0, 0, 0, 0, 0, 2, 0, 1, 0
2, 0, 0, 0, 0, 1, 0, 0, 0
6, 0, 0, 0, 0, 3, 0, 1, 0
71, 0, 0, 3, 19, 46, 0, 8, 0
73, 0, 0, 3, 19, 52, 0, 8, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
4, 0, 0, 1, 0, 9, 0, 0, 0
4, 0, 0, 1, 0, 1, 0, 0, 0
10, 0, 0, 1, 0, 2, 0, 0, 0
12, 0, 0, 1, 0, 3, 0, 0, 0
14, 0, 0, 1, 0, 4, 0, 0, 0
2, 0, 0, 0, 0, 1, 0, 0, 0
8, 0, 0, 1, 0, 2, 0, 0, 0
10, 1, 0, 1, 0, 4, 0, 0, 0
12, 1, 0, 1, 0, 5, 0, 0, 0
4, 0, 0, 1, 0, 3, 0, 0, 0
6, 1, 0, 1, 0, 5, 0, 0, 0
8, 1, 0, 1, 0, 6, 0, 0, 0
14, 0, 0, 1, 0, 3, 0, 0, 0
16, 0, 0, 1, 0, 4, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
4, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
118, 2, 0, 19, 6, 25, 0, 0, 0
1000, 11, 0, 186, 69, 400, 0, 5, 0
54, 1, 0, 11, 0, 6, 0, 0, 0
2106, 28, 0, 397, 138, 814, 0, 10, 0
2108, 28, 0, 397, 138, 814, 0, 10, 0
2, 0, 0, 0, 0, 1, 0, 0, 0
54, 2, 0, 15, 1, 9, 0, 6, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
328, 9, 0, 56, 12, 61, 0, 2, 0
122, 2, 0, 19, 6, 26, 0, 0, 0
566, 16, 0, 97, 18, 105, 0, 4, 0
570, 16, 0, 97, 18, 105, 0, 4, 0
0, 0, 0, 0, 0, 2, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
16, 0, 0, 5, 0, 5, 0, 0, 0
6, 0, 0, 2, 0, 1, 0, 0, 0
10, 1, 0, 3, 0, 2, 0, 0, 0
30, 1, 0, 8, 0, 7, 0, 2, 0
4, 0, 0, 1, 0, 4, 0, 3, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
8, 0, 0, 2, 0, 2, 0, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
18, 0, 0, 3, 0, 6, 0, 6, 0
52, 1, 0, 11, 0, 13, 0, 8, 0
54, 1, 0, 11, 0, 14, 0, 8, 0
56, 1, 0, 11, 0, 15, 0, 8, 0
702, 19, 0, 127, 19, 135, 0, 20, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
130, 3, 0, 30, 1, 24, 0, 14, 0
6, 0, 0, 3, 0, 0, 0, 2, 0
6, 0, 0, 0, 0, 2, 0, 2, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
26, 0, 0, 5, 1, 5, 0, 4, 0
48, 0, 0, 8, 1, 11, 0, 10, 0
54, 0, 0, 9, 1, 15, 0, 10, 0
56, 0, 0, 9, 1, 16, 0, 10, 0
4, 0, 0, 1, 0, 0, 0, 0, 0
8, 0, 0, 2, 0, 0, 0, 1, 0
2, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
16, 0, 0, 6, 1, 3, 0, 0, 0
2, 1, 0, 1, 0, 0, 0, 0, 0
26, 1, 0, 8, 1, 3, 0, 1, 0
290, 13, 0, 70, 5, 57, 4, 25, 0
292, 13, 0, 70, 5, 57, 4, 25, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
6, 1, 0, 3, 0, 0, 0, 10, 0
4, 0, 0, 1, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
12, 0, 0, 4, 1, 3, 0, 0, 0
1182, 53, 0, 289, 20, 220, 16, 107, 0
4362, 106, 0, 887, 188, 1266, 16, 186, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
6, 1, 0, 2, 0, 3, 0, 0, 0
14, 2, 0, 4, 0, 3, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
156, 3, 0, 28, 11, 52, 0, 10, 0
366, 14, 0, 74, 14, 114, 4, 26, 0
240, 11, 0, 57, 4, 56, 4, 22, 0
5242, 142, 0, 1076, 217, 1508, 28, 258, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
96, 1, 0, 13, 6, 36, 0, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
96, 1, 0, 13, 6, 36, 0, 2, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
6, 0, 0, 1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 5, 0, 0, 0
4, 0, 0, 0, 2, 10, 0, 0, 0
32, 1, 0, 8, 0, 5, 0, 0, 0
10, 0, 0, 5, 0, 0, 0, 1, 0
12, 0, 0, 5, 0, 0, 0, 1, 0
14, 1, 0, 7, 0, 0, 0, 1, 0
16, 1, 0, 7, 0, 0, 0, 1, 0
60, 1, 0, 13, 0, 6, 0, 1, 0
4, 0, 0, 1, 0, 1, 0, 0, 0
8, 0, 0, 4, 0, 0, 0, 1, 0
48, 4, 0, 20, 0, 0, 0, 3, 0
2, 1, 0, 1, 0, 1, 0, 0, 0
2114, 29, 0, 398, 138, 815, 0, 10, 0
13352, 204, 0, 2598, 829, 4919, 0, 89, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
2, 0, 0, 1, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 0, 0, 0, 0, 0
8, 0, 0, 4, 0, 0, 0, 1, 0
10, 0, 0, 4, 0, 3, 0, 2, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
86, 0, 0, 25, 2, 18, 0, 9, 0
88, 0, 0, 25, 2, 23, 0, 9, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 0, 2, 2, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
20, 0, 0, 2, 4, 10, 0, 2, 0
172, 2, 0, 39, 6, 49, 0, 19, 0
184, 3, 0, 41, 6, 56, 0, 19, 0
0, 0, 0, 0, 0, 5, 0, 0, 0
4, 0, 0, 0, 2, 10, 0, 0, 0
29160, 472, 0, 5624, 1748, 10419, 0, 240, 0
29162, 472, 0, 5624, 1748, 10420, 0, 240, 0
32, 0, 0, 8, 0, 1, 0, 3, 0
14, 0, 0, 6, 0, 10, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 0, 0, 4, 0, 0, 0
10, 0, 0, 3, 1, 15, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 3, 0
101914, 1644, 0, 19647, 6116, 36463, 0, 830, 0
20, 0, 0, 6, 0, 13, 0, 3, 0
115, 0, 0, 11, 38, 87, 0, 6, 0
20, 0, 0, 7, 0, 12, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 5, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
10, 0, 0, 0, 0, 8, 0, 3, 0
10, 0, 0, 0, 0, 3, 0, 3, 0
0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
14, 0, 0, 1, 0, 2, 0, 1, 0
2, 0, 0, 0, 0, 0, 0, 1, 0
12, 0, 0, 0, 0, 3, 0, 4, 0
4, 0, 0, 2, 0, 0, 0, 0, 0
12, 0, 0, 5, 2, 4, 0, 0, 0
14, 0, 0, 5, 2, 4, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
166, 0, 0, 22, 9, 43, 0, 19, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 0, 0, 2, 0, 0, 0
34, 0, 0, 2, 0, 8, 0, 4, 0
42, 0, 0, 4, 0, 8, 0, 4, 0
100, 1, 0, 8, 0, 19, 0, 11, 0
306, 3, 0, 24, 0, 57, 0, 35, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 1, 7, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
70, 4, 0, 16, 0, 7, 0, 1, 0
328, 8, 0, 61, 6, 46, 0, 2, 0
0, 0, 0, 0, 0, 6, 0, 0, 0
110, 1, 0, 21, 0, 21, 0, 1, 0
622, 12, 0, 115, 6, 100, 0, 4, 0
4, 0, 0, 1, 0, 1, 0, 1, 0
6, 0, 0, 2, 0, 2, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
64, 1, 0, 15, 0, 6, 0, 1, 0
4, 0, 0, 0, 0, 0, 0, 0, 0
14, 0, 0, 3, 0, 5, 0, 0, 0
24, 0, 0, 7, 0, 6, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
120, 2, 0, 19, 6, 26, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0, 0
18, 0, 0, 4, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0
